user_id,screen_name,user_image_url,followers,following
1272633108274335747,zolbec,http://pbs.twimg.com/profile_images/1354636714824892417/IbQRFVu5_normal.jpg,358,97
1313606468420202497,PauloRo17083734,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,6,177
1057709885327060996,Rosmary79076573,http://pbs.twimg.com/profile_images/1350895222918676482/ErBvtMT0_normal.jpg,855,1265
887489351168479232,ThiagooterrorNE,http://pbs.twimg.com/profile_images/1255007024695390210/EUjdCFkC_normal.jpg,1056,743
876546012210483205,Mpafarias3,http://pbs.twimg.com/profile_images/1251224406682107906/iSITHPw__normal.jpg,157,288
1193213943092826113,SylviaMinion2,http://pbs.twimg.com/profile_images/1330974564747194368/Bkg2ZdXe_normal.jpg,1314,1915
84353737,eujosuegomes,http://pbs.twimg.com/profile_images/1267328235542585350/W8Z4Kdu8_normal.jpg,3898,1335
1308182511873396741,CamposGualdino,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,30,92
2390168190,nivalzinhoooo,http://pbs.twimg.com/profile_images/1257371194283773952/cKLZIQAI_normal.jpg,396,950
340994240,lyzaa_,http://pbs.twimg.com/profile_images/1330892724363517954/5avi6pl2_normal.jpg,707,377
1310312333357518848,Henriqu53465330,http://pbs.twimg.com/profile_images/1348372051283894279/D9on-ee4_normal.jpg,8,46
1234602813243772932,Suelioliveirarp,http://pbs.twimg.com/profile_images/1255975652982915080/8p8fZ3uC_normal.jpg,5038,4520
1262839470572941313,EngLeoOficial,http://pbs.twimg.com/profile_images/1266347452640174081/v4dOEBhx_normal.jpg,5096,199
2454029988,brunohesc,http://pbs.twimg.com/profile_images/1302381140695830529/mYqcAJnO_normal.jpg,120,656
431045722,Diogvs,http://pbs.twimg.com/profile_images/1333907381873414146/iMBP5LNp_normal.jpg,130,383
297736397,Hei1999,http://pbs.twimg.com/profile_images/1350894178641833986/bXbOiIdL_normal.jpg,256,374
76145066,dougllaspierre,http://pbs.twimg.com/profile_images/1243299826919407616/1puOlnYt_normal.jpg,355,1328
989927797459124230,Aourus_,http://pbs.twimg.com/profile_images/1351797161839755265/D8gm4A9u_normal.jpg,148,226
112777304,KelinhaAssis,http://pbs.twimg.com/profile_images/1338104297037443074/V8udosLR_normal.jpg,16276,14302
1240281992379367429,XXBBOOXX11,http://pbs.twimg.com/profile_images/1319683610425831425/81erPQ-S_normal.jpg,14,35
789935141724549120,LuizReimann,http://pbs.twimg.com/profile_images/1348427633839771649/fmvDaWUR_normal.jpg,299,67
1125570236919447558,leoaugusto05,http://pbs.twimg.com/profile_images/1340684408467185664/usl8G7o7_normal.jpg,239,384
752841796653293568,WilliamHalfhand,http://pbs.twimg.com/profile_images/1299180084822192129/v0Y8Q-5V_normal.jpg,210,106
1214548005476556800,Marlene37486699,http://pbs.twimg.com/profile_images/1246899174907486210/WS52SZjY_normal.jpg,67,162
1053327553061105665,david_agape_,http://pbs.twimg.com/profile_images/1254919742894284800/THyZjfl-_normal.png,367,303
30030409,Embelleze,http://pbs.twimg.com/profile_images/1354176127720423424/tc9eFLrS_normal.jpg,18652,2016
1033729654891393026,Jr013Marco,http://pbs.twimg.com/profile_images/1347210304778891264/Qb0Ao-L3_normal.jpg,59,161
1078350471549632512,krebito,http://pbs.twimg.com/profile_images/1300904513344339976/cBdI6NO7_normal.jpg,297,692
51900981,AUSTRALIANO1980,http://pbs.twimg.com/profile_images/1254577821671919616/GLiaFff-_normal.jpg,2658,2619
1201864404855377922,JornalBSM,http://pbs.twimg.com/profile_images/1291080192929259520/S8znWC4K_normal.jpg,298771,190
733431851319185408,CaarretaFuracao,http://pbs.twimg.com/profile_images/1229955848941842432/Sf5d2kOV_normal.jpg,4,1
1052199570090921984,FreiTas39495616,http://pbs.twimg.com/profile_images/1122811578796130305/YPHrPvQ5_normal.png,1330,689
943716467580788736,outroplaneta20,http://pbs.twimg.com/profile_images/1338842376689901571/V6MU2rnF_normal.jpg,61,810
476957924,AndreVicente9,http://pbs.twimg.com/profile_images/1274919632659456005/L5D4HI79_normal.jpg,655,532
251154977,Alemao_839517,http://pbs.twimg.com/profile_images/1298055083389788163/pXrgd1ZN_normal.jpg,77,283
1096974259581341696,_gvmmos,http://pbs.twimg.com/profile_images/1342659847448383489/CgcuSPHO_normal.jpg,6693,236
1187185819062362112,Eduardoadv19,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,9,410
724655972300537857,profilespolice,http://pbs.twimg.com/profile_images/726618346402242560/8Hg9IU72_normal.jpg,9,48
1262579638339018754,RobsonP94564295,http://pbs.twimg.com/profile_images/1299722550751170560/HP2SyZux_normal.jpg,1952,2238
2859531069,MrDarkness868,http://pbs.twimg.com/profile_images/1308862180692037633/sYGr95zb_normal.jpg,115,189
1220346193320071168,Skinet20517523,http://pbs.twimg.com/profile_images/1252289600615219201/vQosZ6sN_normal.jpg,605,738
66411702,DJ_luisao,http://pbs.twimg.com/profile_images/625910485863546880/koz6wx60_normal.jpg,635,1305
1092828958683467778,Isaque45153048,http://pbs.twimg.com/profile_images/1272339035667730432/WFLIqHKE_normal.jpg,5177,5539
1296894549533626379,mia_sandro,http://pbs.twimg.com/profile_images/1300969854485303297/7sztnYwc_normal.jpg,41,200
1255973432975597570,Josu69542733,http://pbs.twimg.com/profile_images/1314591452626915328/3VxYKqFD_normal.jpg,16,217
1288141672858243072,AndrMrs2,http://pbs.twimg.com/profile_images/1350129350444802052/jhmeyE8d_normal.jpg,30,332
198987504,DanHashima,http://pbs.twimg.com/profile_images/1351697671745056768/_0C0v_ST_normal.jpg,119,177
185751201,maufinotti,http://pbs.twimg.com/profile_images/3117591989/97d398ef43a4308dd57aa4f8634fc2c3_normal.jpeg,249,664
1144294960407162882,ETcontroverso,http://pbs.twimg.com/profile_images/1346285731690512384/d4-p4kbg_normal.jpg,10701,11732
1328513300,_CARLOSDAM,http://pbs.twimg.com/profile_images/1275306683573641224/5KNIpib1_normal.jpg,26,120
1260719204594061313,danielm01261009,http://pbs.twimg.com/profile_images/1260721676834258945/85Xi0wMp_normal.jpg,97,164
1058513857898012672,TomLiz3,http://pbs.twimg.com/profile_images/1280121610322808834/O2fjM5mQ_normal.jpg,27,166
889151196090556417,GLCSalomao,http://pbs.twimg.com/profile_images/1092377953336549377/caK1xi65_normal.jpg,33,388
1050779143162482688,davissp1,http://pbs.twimg.com/profile_images/1187176975066120192/_nTROd8A_normal.jpg,853,1515
61872811,Kelly30br,http://pbs.twimg.com/profile_images/1284169620824498176/O-ghmQdz_normal.jpg,3839,4778
1298100578078220289,DanielP58009529,http://pbs.twimg.com/profile_images/1354070609974550529/zmLvVw3Q_normal.jpg,1331,2908
1310548930543972353,Dumpzz5,http://pbs.twimg.com/profile_images/1354122141827006466/6t8OKmfQ_normal.jpg,142,238
1185650437233561607,Yuna_br21,http://pbs.twimg.com/profile_images/1339539759555899394/ROgpKn1e_normal.jpg,1312,90
778726718240546816,patygarciavaz,http://pbs.twimg.com/profile_images/778733727568371713/oqxSZ6Mg_normal.jpg,74,196
960227079303376897,son_gohan25,http://pbs.twimg.com/profile_images/1347785548270854145/XiipHYuP_normal.jpg,201,945
1015287541719879680,IvanSilvaNavi,http://pbs.twimg.com/profile_images/1329434280125140997/d9x-bCLx_normal.jpg,823,988
393168472,iDesignStrategy,http://pbs.twimg.com/profile_images/1326859315496562693/EKlKzfoW_normal.jpg,124889,752
2895465129,jonhrecife,http://pbs.twimg.com/profile_images/1224821501846749184/uMijsZ_D_normal.jpg,235,554
1161984559388475392,claus_2019,http://pbs.twimg.com/profile_images/1194569347550908418/xkG58XQm_normal.jpg,0,38
3319900085,uagg1982,http://pbs.twimg.com/profile_images/1238871631352791041/ZGCbLiU1_normal.jpg,257,457
1244686753673490437,bolsotroopers,http://pbs.twimg.com/profile_images/1244687373511909376/yTo9uc9T_normal.jpg,16938,7704
1264869177749393410,RenatoIHC2,http://pbs.twimg.com/profile_images/1298748600932065280/5Yq3wAGm_normal.jpg,1917,2679
